setting,shape,cta_blocks,work,total_threads,block,order,arm,run_id,application_exit,loader_exit,elapsed_ms,warmup,launches,logical_lane_encounters,automatic_admitted,module_loaded,map_key0,source
work-b64-w32,128,64,32,8192,5,2,on,91805,0,0,0.524640024,8,128,1048576,true,true,true,sweep-work-b64-w32-block-05-order-02-on
work-b64-w32,128,64,32,8192,5,3,native,91805,0,,0.276576012,8,128,1048576,false,false,false,sweep-work-b64-w32-block-05-order-03-native
work-b64-w32,128,64,32,8192,6,1,on,91806,0,0,0.524447978,8,128,1048576,true,true,true,sweep-work-b64-w32-block-06-order-01-on
work-b64-w32,128,64,32,8192,6,2,native,91806,0,,0.268927991,8,128,1048576,false,false,false,sweep-work-b64-w32-block-06-order-02-native
work-b64-w32,128,64,32,8192,6,3,off,91806,0,0,0.524479985,8,128,1048576,false,true,true,sweep-work-b64-w32-block-06-order-03-off
work-b64-w32,128,64,32,8192,7,1,native,91807,0,,0.270559996,8,128,1048576,false,false,false,sweep-work-b64-w32-block-07-order-01-native
work-b64-w32,128,64,32,8192,7,2,off,91807,0,0,0.525247991,8,128,1048576,false,true,true,sweep-work-b64-w32-block-07-order-02-off
work-b64-w32,128,64,32,8192,7,3,on,91807,0,0,0.523743987,8,128,1048576,true,true,true,sweep-work-b64-w32-block-07-order-03-on
work-b64-w32,128,64,32,8192,8,1,off,91808,0,0,0.524671972,8,128,1048576,false,true,true,sweep-work-b64-w32-block-08-order-01-off
work-b64-w32,128,64,32,8192,8,2,on,91808,0,0,0.523840010,8,128,1048576,true,true,true,sweep-work-b64-w32-block-08-order-02-on
work-b64-w32,128,64,32,8192,8,3,native,91808,0,,0.273184001,8,128,1048576,false,false,false,sweep-work-b64-w32-block-08-order-03-native
work-b64-w32,128,64,32,8192,9,1,on,91809,0,0,0.524576008,8,128,1048576,true,true,true,sweep-work-b64-w32-block-09-order-01-on
work-b64-w32,128,64,32,8192,9,2,native,91809,0,,0.254592001,8,128,1048576,false,false,false,sweep-work-b64-w32-block-09-order-02-native
work-b64-w32,128,64,32,8192,9,3,off,91809,0,0,0.524703979,8,128,1048576,false,true,true,sweep-work-b64-w32-block-09-order-03-off
work-b64-w32,128,64,32,8192,10,1,native,91810,0,,0.272895992,8,128,1048576,false,false,false,sweep-work-b64-w32-block-10-order-01-native
work-b64-w32,128,64,32,8192,10,2,off,91810,0,0,0.524064004,8,128,1048576,false,true,true,sweep-work-b64-w32-block-10-order-02-off
work-b64-w32,128,64,32,8192,10,3,on,91810,0,0,0.525632024,8,128,1048576,true,true,true,sweep-work-b64-w32-block-10-order-03-on
work-b64-w128,128,64,128,8192,1,1,native,91901,0,,0.524703979,8,128,1048576,false,false,false,sweep-work-b64-w128-block-01-order-01-native
work-b64-w128,128,64,128,8192,1,2,off,91901,0,0,0.526816010,8,128,1048576,false,true,true,sweep-work-b64-w128-block-01-order-02-off
work-b64-w128,128,64,128,8192,1,3,on,91901,0,0,0.531776011,8,128,1048576,true,true,true,sweep-work-b64-w128-block-01-order-03-on
work-b64-w128,128,64,128,8192,2,1,off,91902,0,0,0.533599973,8,128,1048576,false,true,true,sweep-work-b64-w128-block-02-order-01-off
work-b64-w128,128,64,128,8192,2,2,on,91902,0,0,0.533056021,8,128,1048576,true,true,true,sweep-work-b64-w128-block-02-order-02-on
work-b64-w128,128,64,128,8192,2,3,native,91902,0,,0.524576008,8,128,1048576,false,false,false,sweep-work-b64-w128-block-02-order-03-native
work-b64-w128,128,64,128,8192,3,1,on,91903,0,0,0.530655980,8,128,1048576,true,true,true,sweep-work-b64-w128-block-03-order-01-on
work-b64-w128,128,64,128,8192,3,2,native,91903,0,,0.524832010,8,128,1048576,false,false,false,sweep-work-b64-w128-block-03-order-02-native
work-b64-w128,128,64,128,8192,3,3,off,91903,0,0,0.533792019,8,128,1048576,false,true,true,sweep-work-b64-w128-block-03-order-03-off
work-b64-w128,128,64,128,8192,4,1,native,91904,0,,0.525344014,8,128,1048576,false,false,false,sweep-work-b64-w128-block-04-order-01-native
work-b64-w128,128,64,128,8192,4,2,off,91904,0,0,0.531008005,8,128,1048576,false,true,true,sweep-work-b64-w128-block-04-order-02-off
work-b64-w128,128,64,128,8192,4,3,on,91904,0,0,0.533119977,8,128,1048576,true,true,true,sweep-work-b64-w128-block-04-order-03-on
work-b64-w128,128,64,128,8192,5,1,off,91905,0,0,0.535135984,8,128,1048576,false,true,true,sweep-work-b64-w128-block-05-order-01-off
work-b64-w128,128,64,128,8192,5,2,on,91905,0,0,0.533728004,8,128,1048576,true,true,true,sweep-work-b64-w128-block-05-order-02-on
work-b64-w128,128,64,128,8192,5,3,native,91905,0,,0.524800003,8,128,1048576,false,false,false,sweep-work-b64-w128-block-05-order-03-native
work-b64-w128,128,64,128,8192,6,1,on,91906,0,0,0.534879982,8,128,1048576,true,true,true,sweep-work-b64-w128-block-06-order-01-on
work-b64-w128,128,64,128,8192,6,2,native,91906,0,,0.524384022,8,128,1048576,false,false,false,sweep-work-b64-w128-block-06-order-02-native
work-b64-w128,128,64,128,8192,6,3,off,91906,0,0,0.537087977,8,128,1048576,false,true,true,sweep-work-b64-w128-block-06-order-03-off
work-b64-w128,128,64,128,8192,7,1,native,91907,0,,0.526112020,8,128,1048576,false,false,false,sweep-work-b64-w128-block-07-order-01-native
work-b64-w128,128,64,128,8192,7,2,off,91907,0,0,0.529695988,8,128,1048576,false,true,true,sweep-work-b64-w128-block-07-order-02-off
work-b64-w128,128,64,128,8192,7,3,on,91907,0,0,0.533119977,8,128,1048576,true,true,true,sweep-work-b64-w128-block-07-order-03-on
work-b64-w128,128,64,128,8192,8,1,off,91908,0,0,0.528703988,8,128,1048576,false,true,true,sweep-work-b64-w128-block-08-order-01-off
work-b64-w128,128,64,128,8192,8,2,on,91908,0,0,0.532607973,8,128,1048576,true,true,true,sweep-work-b64-w128-block-08-order-02-on
work-b64-w128,128,64,128,8192,8,3,native,91908,0,,0.524767995,8,128,1048576,false,false,false,sweep-work-b64-w128-block-08-order-03-native
work-b64-w128,128,64,128,8192,9,1,on,91909,0,0,0.534431994,8,128,1048576,true,true,true,sweep-work-b64-w128-block-09-order-01-on
work-b64-w128,128,64,128,8192,9,2,native,91909,0,,0.525568008,8,128,1048576,false,false,false,sweep-work-b64-w128-block-09-order-02-native
work-b64-w128,128,64,128,8192,9,3,off,91909,0,0,0.534879982,8,128,1048576,false,true,true,sweep-work-b64-w128-block-09-order-03-off
work-b64-w128,128,64,128,8192,10,1,native,91910,0,,0.526271999,8,128,1048576,false,false,false,sweep-work-b64-w128-block-10-order-01-native
work-b64-w128,128,64,128,8192,10,2,off,91910,0,0,0.529088020,8,128,1048576,false,true,true,sweep-work-b64-w128-block-10-order-02-off
work-b64-w128,128,64,128,8192,10,3,on,91910,0,0,0.537375987,8,128,1048576,true,true,true,sweep-work-b64-w128-block-10-order-03-on
