policy,run_id,kernel_mode,allocation,h2d_bytes,d2h_bytes,gpu_faults,kernel_1_ms,nsight_schema,evidence_class
prefetch_adaptive_sequential,20260812T211733Z_nsys_r1,write-c,A,0,0,0,83.436516,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_adaptive_sequential,20260812T211733Z_nsys_r1,write-c,B,0,0,0,83.436516,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_adaptive_sequential,20260812T211733Z_nsys_r1,write-c,C,268435456,0,2498,83.436516,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_adaptive_sequential,20260812T211733Z_nsys_r1,write-c,unknown,0,0,0,83.436516,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_adaptive_sequential,20260812T211747Z_nsys_r1,vector-add,A,268435456,0,135,259.110901,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_adaptive_sequential,20260812T211747Z_nsys_r1,vector-add,B,268435456,0,1240,259.110901,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_adaptive_sequential,20260812T211747Z_nsys_r1,vector-add,C,268435456,0,5934,259.110901,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_adaptive_sequential,20260812T211747Z_nsys_r1,vector-add,unknown,0,0,0,259.110901,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_always_max,20260812T211609Z_nsys_r1,read-a,A,268435456,0,1104,59.661057,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_always_max,20260812T211609Z_nsys_r1,read-a,B,0,0,0,59.661057,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_always_max,20260812T211609Z_nsys_r1,read-a,C,0,0,0,59.661057,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_always_max,20260812T211609Z_nsys_r1,read-a,unknown,0,0,0,59.661057,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_always_max,20260812T211623Z_nsys_r1,read-b,A,0,0,0,59.056896,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_always_max,20260812T211623Z_nsys_r1,read-b,B,268435456,0,1095,59.056896,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_always_max,20260812T211623Z_nsys_r1,read-b,C,0,0,0,59.056896,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_always_max,20260812T211623Z_nsys_r1,read-b,unknown,0,0,0,59.056896,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_always_max,20260812T211637Z_nsys_r1,write-c,A,0,0,0,33.616127,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_always_max,20260812T211637Z_nsys_r1,write-c,B,0,0,0,33.616127,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_always_max,20260812T211637Z_nsys_r1,write-c,C,268435456,0,715,33.616127,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_always_max,20260812T211637Z_nsys_r1,write-c,unknown,0,0,0,33.616127,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_always_max,20260812T211651Z_nsys_r1,vector-add,A,268435456,0,13,103.698013,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_always_max,20260812T211651Z_nsys_r1,vector-add,B,268435456,0,269,103.698013,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_always_max,20260812T211651Z_nsys_r1,vector-add,C,268435456,0,1397,103.698013,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_always_max,20260812T211651Z_nsys_r1,vector-add,unknown,0,0,0,103.698013,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_none,20260812T211400Z_nsys_r1,read-a,A,268435456,0,17734,862.632385,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_none,20260812T211400Z_nsys_r1,read-a,B,0,0,0,862.632385,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_none,20260812T211400Z_nsys_r1,read-a,C,0,0,0,862.632385,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_none,20260812T211400Z_nsys_r1,read-a,unknown,0,0,0,862.632385,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_none,20260812T211431Z_nsys_r1,read-b,A,0,0,0,884.300964,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_none,20260812T211431Z_nsys_r1,read-b,B,268435456,0,17492,884.300964,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_none,20260812T211431Z_nsys_r1,read-b,C,0,0,0,884.300964,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_none,20260812T211431Z_nsys_r1,read-b,unknown,0,0,0,884.300964,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_none,20260812T211501Z_nsys_r1,write-c,A,0,0,0,757.908264,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_none,20260812T211501Z_nsys_r1,write-c,B,0,0,0,757.908264,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_none,20260812T211501Z_nsys_r1,write-c,C,268435456,0,13003,757.908264,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_none,20260812T211501Z_nsys_r1,write-c,unknown,0,0,0,757.908264,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_none,20260812T211532Z_nsys_r1,vector-add,A,268435456,0,27,3209.011963,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_none,20260812T211532Z_nsys_r1,vector-add,B,268435456,0,20,3209.011963,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_none,20260812T211532Z_nsys_r1,vector-add,C,268435456,0,29429,3209.011963,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
prefetch_none,20260812T211532Z_nsys_r1,vector-add,unknown,0,0,0,3209.011963,ADDRESS_BEARING_UVM_MEMCPY,NSIGHT_UVM+PROGRAM_ALLOCATION_RANGE
